Record_Time,Temperature,Speed,Vibration,Current
2024-07-30 00:29:26.000,80.2,1135.0,3.9,9.6
2024-07-30 00:30:26.000,79.7,1163.5,5.4,7.5
2024-07-30 00:31:26.000,70.8,1712.8,4.8,9.2
2024-07-30 00:32:26.000,73.5,1505.8,3.3,5.9
2024-07-30 00:33:26.000,76.7,1458.4,5.5,13.8
2024-07-30 00:34:26.000,79.9,1372.8,3.6,8.1
2024-07-30 00:35:26.000,72.6,1408.4,5.1,13.2
2024-07-30 00:36:26.000,74.1,1814.1,5.2,10.1
2024-07-30 00:37:26.000,69.5,1399.4,5.9,11.1
2024-07-30 00:38:26.000,69.0,1097.7,6.8,9.0
2024-07-30 00:39:26.000,79.1,1723.1,3.6,10.4
2024-07-30 00:40:26.000,81.8,1438.5,4.9,11.3
2024-07-30 00:41:26.000,74.6,1509.4,4.7,11.3
2024-07-30 00:42:26.000,80.0,1982.3,5.4,11.5
2024-07-30 00:43:26.000,76.8,1493.8,5.2,9.3
2024-07-30 00:44:26.000,71.8,1586.8,4.6,9.0
2024-07-30 00:45:26.000,76.8,1146.3,4.6,6.8
2024-07-30 00:46:26.000,82.7,1434.1,3.9,11.0
2024-07-30 00:47:26.000,74.8,1682.9,6.0,12.2
2024-07-30 00:48:26.000,82.8,1033.4,5.5,13.2
2024-07-30 00:49:26.000,61.9,1560.3,5.9,10.6
2024-07-30 00:50:26.000,79.1,1530.2,4.7,8.5
2024-07-30 00:51:26.000,75.4,1512.4,4.3,6.6
2024-07-30 00:52:26.000,73.5,1811.1,3.9,12.1
2024-07-30 00:53:26.000,75.5,1600.3,5.4,6.4
2024-07-30 00:54:26.000,65.1,1943.4,4.0,9.3
2024-07-30 00:55:26.000,73.9,1201.9,6.8,9.6
2024-07-30 00:56:26.000,76.8,1540.8,3.7,9.9
2024-07-30 00:57:26.000,82.4,1525.3,5.3,10.1
2024-07-30 00:58:26.000,72.4,1179.2,6.6,10.3
2024-07-30 00:59:26.000,71.0,1786.9,5.6,5.2
2024-07-30 01:00:26.000,72.5,2197.4,5.2,10.0
2024-07-30 01:01:26.000,79.6,1494.9,4.0,5.5
2024-07-30 01:02:26.000,76.6,1651.5,3.6,11.5
2024-07-30 01:03:26.000,72.4,1525.4,5.8,8.9
2024-07-30 01:04:26.000,77.6,1285.9,6.5,5.7
2024-07-30 01:05:26.000,75.5,953.8,4.6,8.4
2024-07-30 01:06:26.000,79.8,1288.3,3.9,8.9
2024-07-30 01:07:26.000,71.5,1082.4,2.5,12.4
2024-07-30 01:08:26.000,73.4,2011.2,4.0,10.4
2024-07-30 01:09:26.000,73.0,1465.5,4.9,10.7
2024-07-30 01:10:26.000,67.7,1396.2,6.6,12.4
2024-07-30 01:11:26.000,76.5,1766.7,5.7,9.8
2024-07-30 01:12:26.000,76.3,1163.5,5.3,11.5
2024-07-30 01:13:26.000,75.0,1269.9,4.6,11.4
2024-07-30 01:14:26.000,73.8,1520.4,4.4,7.4
2024-07-30 01:15:26.000,67.9,1808.6,6.4,12.9
2024-07-30 01:16:26.000,72.9,1650.5,5.2,7.2
2024-07-30 01:17:26.000,73.3,1574.5,2.9,11.8
2024-07-30 01:18:26.000,71.0,1523.4,4.3,7.0
2024-07-30 01:19:26.000,74.2,1620.1,4.1,11.2
2024-07-30 01:20:26.000,77.0,1560.5,4.5,13.7
2024-07-30 01:21:26.000,84.4,1191.0,5.6,9.6
2024-07-30 01:22:26.000,75.9,1513.8,4.9,9.5
2024-07-30 01:23:26.000,76.3,1177.9,4.9,11.2
2024-07-30 01:24:26.000,74.6,1524.3,6.3,9.3
2024-07-30 01:25:26.000,65.4,1355.8,4.3,13.6
2024-07-30 01:26:26.000,74.9,2261.8,6.9,10.4
2024-07-30 01:27:26.000,75.3,1488.0,4.3,9.4
2024-07-30 01:28:26.000,87.3,1078.7,5.1,8.9
2024-07-30 01:29:26.000,74.0,1459.7,4.7,8.1
2024-07-30 01:30:26.000,76.5,1655.8,5.1,8.7
2024-07-30 01:31:26.000,74.8,2002.0,5.4,9.3
2024-07-30 01:32:26.000,69.2,1323.2,5.4,9.0
2024-07-30 01:33:26.000,80.7,1025.3,4.2,8.7
2024-07-30 01:34:26.000,78.8,1745.1,3.9,14.2
2024-07-30 01:35:26.000,79.0,1085.8,7.5,7.9
2024-07-30 01:36:26.000,70.5,1369.2,4.5,10.3
2024-07-30 01:37:26.000,82.0,1422.7,5.7,11.2
2024-07-30 01:38:26.000,68.0,1479.1,3.4,11.3
2024-07-30 01:39:26.000,77.9,1706.7,4.7,9.9
2024-07-30 01:40:26.000,86.0,1294.9,4.9,9.5
2024-07-30 01:41:26.000,70.0,1417.9,5.5,10.9
2024-07-30 01:42:26.000,72.2,1495.7,2.3,10.5
2024-07-30 01:43:26.000,75.5,1544.9,5.2,9.5
2024-07-30 01:44:26.000,72.5,1529.3,3.9,6.9
2024-07-30 01:45:26.000,67.2,1630.8,5.3,9.1
2024-07-30 01:46:26.000,75.3,1753.2,4.0,7.7
2024-07-30 01:47:26.000,69.7,1617.8,4.1,8.7
2024-07-30 01:48:26.000,77.4,1636.1,4.7,10.1
2024-07-30 01:49:26.000,70.4,1025.3,3.9,10.7
2024-07-30 01:50:26.000,82.7,1515.1,4.5,13.6
2024-07-30 01:51:26.000,71.1,1643.9,3.8,8.9
2024-07-30 01:52:26.000,73.4,1718.7,3.2,11.5
2024-07-30 01:53:26.000,79.1,1292.3,6.0,10.6
2024-07-30 01:54:26.000,68.8,1302.3,3.7,12.6
2024-07-30 01:55:26.000,76.1,1327.8,4.8,11.2
2024-07-30 01:56:26.000,81.5,1660.9,5.8,8.0
2024-07-30 01:57:26.000,67.0,1810.2,4.4,6.6
2024-07-30 01:58:26.000,75.9,1377.8,4.2,10.6
2024-07-30 01:59:26.000,76.3,1772.4,5.2,8.9
2024-07-30 02:00:26.000,78.9,1537.0,6.1,8.0
2024-07-30 02:01:26.000,68.8,1462.7,3.8,7.5
2024-07-30 02:02:26.000,68.4,1436.6,4.8,10.3
2024-07-30 02:03:26.000,77.6,1724.0,3.3,13.0
2024-07-30 02:04:26.000,76.5,1597.7,4.6,9.2
2024-07-30 02:05:26.000,76.3,2182.7,5.0,11.2
2024-07-30 02:06:26.000,76.7,1244.3,4.1,9.8
2024-07-30 02:07:26.000,71.6,1655.4,4.5,7.4
2024-07-30 02:08:26.000,76.2,1341.2,3.6,11.5
2024-07-30 02:09:26.000,76.5,1239.2,5.1,7.8
2024-07-30 02:10:26.000,71.4,1496.7,6.1,10.0
2024-07-30 02:11:26.000,84.3,1541.2,3.9,9.3
2024-07-30 02:12:26.000,77.4,2375.5,4.4,11.8
2024-07-30 02:13:26.000,69.0,1444.8,5.5,7.9
2024-07-30 02:14:26.000,78.3,1160.9,6.2,10.8
2024-07-30 02:15:26.000,70.1,1581.9,3.5,8.3
2024-07-30 02:16:26.000,78.9,877.6,4.8,9.0
2024-07-30 02:17:26.000,80.8,1472.4,5.3,2.7
2024-07-30 02:18:26.000,70.9,1504.8,4.9,14.2
2024-07-30 02:19:26.000,79.8,1738.4,2.5,11.1
2024-07-30 02:20:26.000,77.1,1792.1,5.5,8.5
2024-07-30 02:21:26.000,79.1,1348.9,6.5,7.8
2024-07-30 02:22:26.000,84.5,1454.8,5.1,9.0
2024-07-30 02:23:26.000,73.8,1270.2,4.0,11.4
2024-07-30 02:24:26.000,71.2,1161.6,4.5,6.2
2024-07-30 02:25:26.000,70.6,1593.0,6.8,9.7
2024-07-30 02:26:26.000,70.9,1117.9,5.9,13.5
2024-07-30 02:27:26.000,74.6,1375.6,5.6,7.7
2024-07-30 02:28:26.000,76.7,1201.4,5.4,10.2
2024-07-30 02:29:26.000,76.4,1664.9,4.3,14.4
2024-07-30 02:30:26.000,79.1,2040.4,4.8,11.3
2024-07-30 02:31:26.000,75.1,1109.5,4.9,10.3
2024-07-30 02:32:26.000,82.3,944.1,5.5,11.0
2024-07-30 02:33:26.000,73.7,1462.5,6.5,9.2
2024-07-30 02:34:26.000,88.6,1504.7,6.1,12.6
2024-07-30 02:35:26.000,78.1,1565.6,3.6,9.2
2024-07-30 02:36:26.000,70.7,1366.1,5.2,6.1
2024-07-30 02:37:26.000,69.6,1439.8,5.7,9.2
2024-07-30 02:38:26.000,77.4,1610.3,5.6,8.1
2024-07-30 02:39:26.000,73.9,1812.1,4.4,9.4
2024-07-30 02:40:26.000,78.6,913.5,7.9,9.5
2024-07-30 02:41:26.000,77.4,1389.3,3.7,12.4
2024-07-30 02:42:26.000,74.6,1564.1,3.9,11.4
2024-07-30 02:43:26.000,70.8,1224.6,5.2,10.5
2024-07-30 02:44:26.000,67.4,2019.4,7.1,10.0
2024-07-30 02:45:26.000,72.8,1309.4,4.2,7.9
2024-07-30 02:46:26.000,79.3,1487.6,4.7,5.6
2024-07-30 02:47:26.000,76.1,1666.8,6.1,10.2
2024-07-30 02:48:26.000,68.8,1322.6,5.0,11.6
2024-07-30 02:49:26.000,75.9,946.0,4.7,9.8
2024-07-30 02:50:26.000,76.9,1371.4,5.6,8.9
2024-07-30 02:51:26.000,70.6,1808.8,5.3,10.9
2024-07-30 02:52:26.000,75.8,1398.9,6.0,9.8
2024-07-30 02:53:26.000,75.3,1246.1,6.3,13.4
2024-07-30 02:54:26.000,69.3,1777.7,5.3,12.5
2024-07-30 02:55:26.000,76.8,1400.8,5.3,11.9
2024-07-30 02:56:26.000,77.8,1347.0,5.2,11.5
2024-07-30 02:57:26.000,80.4,1544.8,5.5,7.4
2024-07-30 02:58:26.000,80.3,1731.2,5.1,11.3
2024-07-30 02:59:26.000,68.1,2214.5,5.0,10.8
2024-07-30 03:00:26.000,70.3,1748.2,6.2,11.2
2024-07-30 03:01:26.000,77.6,1848.0,6.5,11.0
2024-07-30 03:02:26.000,77.6,1348.2,3.5,10.9
2024-07-30 03:03:26.000,77.6,1192.2,5.0,15.4
2024-07-30 03:04:26.000,94.3,1518.7,4.3,9.8
2024-07-30 03:05:26.000,77.9,1532.2,4.7,11.9
2024-07-30 03:06:26.000,80.7,1176.4,5.4,9.1
2024-07-30 03:07:26.000,79.8,1447.4,5.7,11.6
2024-07-30 03:08:26.000,78.3,1619.8,4.9,11.9
2024-07-30 03:09:26.000,73.4,1608.1,3.1,10.7
2024-07-30 03:10:26.000,78.8,1651.3,4.0,13.3
2024-07-30 03:11:26.000,71.1,1587.3,5.9,8.2
2024-07-30 03:12:26.000,73.8,1347.9,2.3,9.0
2024-07-30 03:13:26.000,72.6,1345.8,6.2,10.4
2024-07-30 03:14:26.000,75.4,1140.3,5.5,11.8
2024-07-30 03:15:26.000,86.6,2035.4,6.3,10.4
2024-07-30 03:16:26.000,65.7,1504.0,4.8,12.6
2024-07-30 03:17:26.000,78.4,1432.5,2.9,8.7
2024-07-30 03:18:26.000,66.9,1221.4,5.4,7.7
2024-07-30 03:19:26.000,72.6,2380.7,6.3,10.6
2024-07-30 03:20:26.000,80.4,1178.0,5.9,9.8
2024-07-30 03:21:26.000,75.3,1371.3,4.3,11.1
2024-07-30 03:22:26.000,69.6,1624.8,5.1,9.9
2024-07-30 03:23:26.000,71.4,1680.1,4.5,9.3
2024-07-30 03:24:26.000,78.4,1787.4,4.2,9.9
2024-07-30 03:25:26.000,71.3,2042.3,6.0,10.1
2024-07-30 03:26:26.000,76.1,1651.8,3.8,9.4
2024-07-30 03:27:26.000,75.2,1183.2,4.1,9.6
2024-07-30 03:28:26.000,71.7,1422.9,3.9,9.2
2024-07-30 03:29:26.000,85.7,1592.3,3.5,11.7
2024-07-30 03:30:26.000,78.2,2120.5,5.1,10.4
2024-07-30 03:31:26.000,64.9,1080.7,6.2,14.5
2024-07-30 03:32:26.000,75.9,1860.8,4.8,10.3
2024-07-30 03:33:26.000,71.7,1554.0,3.5,8.9
2024-07-30 03:34:26.000,79.3,1751.3,5.8,15.3
2024-07-30 03:35:26.000,71.0,1469.4,6.7,10.8
2024-07-30 03:36:26.000,74.4,1247.3,4.4,12.0
2024-07-30 03:37:26.000,77.5,1725.3,4.5,11.2
2024-07-30 03:38:26.000,79.3,1696.3,5.5,11.2
2024-07-30 03:39:26.000,69.0,1791.6,6.6,11.1
2024-07-30 03:40:26.000,73.3,1496.0,4.5,7.8
2024-07-30 03:41:26.000,72.6,1320.1,3.7,10.7
2024-07-30 03:42:26.000,71.7,1032.4,5.6,7.4
2024-07-30 03:43:26.000,83.8,1745.8,5.8,9.7
2024-07-30 03:44:26.000,77.0,1627.2,5.0,8.5
2024-07-30 03:45:26.000,68.7,1210.3,4.4,10.7
2024-07-30 03:46:26.000,79.6,1338.4,6.0,10.7
2024-07-30 03:47:26.000,85.6,1360.0,5.5,11.0
2024-07-30 03:48:26.000,80.2,1055.1,4.2,10.6
2024-07-30 03:49:26.000,67.4,1254.7,5.0,8.8
2024-07-30 03:50:26.000,72.6,1159.9,3.6,9.5
2024-07-30 03:51:26.000,81.3,1376.3,5.7,11.8
2024-07-30 03:52:26.000,71.5,1278.4,4.7,12.1
2024-07-30 03:53:26.000,77.2,1011.9,4.6,7.7
2024-07-30 03:54:26.000,78.9,2106.8,5.0,6.9
2024-07-30 03:55:26.000,70.4,1875.8,5.0,8.5
2024-07-30 03:56:26.000,74.7,1266.3,5.9,12.1
2024-07-30 03:57:26.000,58.8,1581.7,5.6,12.4
2024-07-30 03:58:26.000,69.9,1625.2,4.8,8.2
2024-07-30 03:59:26.000,73.7,1857.3,5.8,10.6
2024-07-30 04:00:26.000,68.8,1254.4,5.4,13.7
2024-07-30 04:01:26.000,83.2,1827.6,4.6,10.8
2024-07-30 04:02:26.000,67.8,1335.6,4.9,12.8
2024-07-30 04:03:26.000,72.8,1099.2,4.9,12.0
2024-07-30 04:04:26.000,75.7,1717.2,5.5,8.2
2024-07-30 04:05:26.000,82.2,1887.2,4.6,9.6
2024-07-30 04:06:26.000,67.8,2276.4,4.6,10.1
2024-07-30 04:07:26.000,80.8,1140.1,7.0,10.2
2024-07-30 04:08:26.000,75.1,1709.7,5.9,11.8
2024-07-30 04:09:26.000,70.1,1377.1,4.2,10.8
2024-07-30 04:10:26.000,77.3,1735.0,5.6,4.1
2024-07-30 04:11:26.000,76.0,1058.9,5.1,7.4
2024-07-30 04:12:26.000,72.0,1121.2,5.4,5.6
2024-07-30 04:13:26.000,75.3,1267.2,5.1,10.4
2024-07-30 04:14:26.000,73.1,1523.7,6.2,10.5
2024-07-30 04:15:26.000,75.6,1307.7,5.3,10.6
2024-07-30 04:16:26.000,78.3,1697.7,4.9,8.1
2024-07-30 04:17:26.000,82.9,1808.1,6.0,11.3
2024-07-30 04:18:26.000,68.8,1679.9,5.2,11.4
2024-07-30 04:19:26.000,85.7,1985.6,5.1,7.5
2024-07-30 04:20:26.000,65.2,1624.7,5.3,7.1
2024-07-30 04:21:26.000,74.2,1134.9,4.9,10.0
2024-07-30 04:22:26.000,77.9,1909.0,5.0,13.6
2024-07-30 04:23:26.000,76.4,1318.5,4.4,13.4
2024-07-30 04:24:26.000,71.9,1773.1,4.2,11.1
2024-07-30 04:25:26.000,74.0,1972.1,4.0,8.5
2024-07-30 04:26:26.000,72.5,1637.0,3.6,11.8
2024-07-30 04:27:26.000,72.1,1051.2,4.1,9.1
2024-07-30 04:28:26.000,79.2,1224.5,4.8,8.5
2024-07-30 04:29:26.000,76.8,1896.8,5.1,5.7
2024-07-30 04:30:26.000,71.5,1449.3,4.7,10.2
2024-07-30 04:31:26.000,79.5,1523.9,2.6,8.7
2024-07-30 04:32:26.000,76.5,1727.6,6.6,10.2
2024-07-30 04:33:26.000,79.1,1708.9,6.1,5.4
2024-07-30 04:34:26.000,78.1,1583.6,5.4,10.3
2024-07-30 04:35:26.000,70.9,1437.4,6.9,5.1
2024-07-30 04:36:26.000,72.2,1406.2,4.0,12.2
2024-07-30 04:37:26.000,78.7,1757.4,6.9,11.0
2024-07-30 04:38:26.000,78.1,1666.1,4.0,9.4
2024-07-30 04:39:26.000,74.9,1422.8,5.2,11.1
2024-07-30 04:40:26.000,75.6,1824.6,3.7,8.0
2024-07-30 04:41:26.000,81.4,1461.3,5.0,10.1
2024-07-30 04:42:26.000,72.0,1244.5,5.4,11.6
2024-07-30 04:43:26.000,77.7,1272.3,4.8,3.8
2024-07-30 04:44:26.000,74.0,1206.4,5.7,9.1
2024-07-30 04:45:26.000,73.9,1418.3,5.1,10.0
2024-07-30 04:46:26.000,80.5,1870.1,4.5,9.6
2024-07-30 04:47:26.000,79.1,1258.5,4.4,12.9
2024-07-30 04:48:26.000,79.1,1556.5,5.8,7.8
2024-07-30 04:49:26.000,81.5,1303.0,4.3,8.8
2024-07-30 04:50:26.000,75.1,1421.9,5.9,6.2
2024-07-30 04:51:26.000,78.4,1047.0,6.2,13.0
2024-07-30 04:52:26.000,73.4,1433.8,3.3,9.5
2024-07-30 04:53:26.000,76.6,1441.9,6.1,9.1
2024-07-30 04:54:26.000,74.3,1662.1,7.1,9.9
2024-07-30 04:55:26.000,75.5,1567.0,5.3,11.3
2024-07-30 04:56:26.000,78.0,1140.5,5.6,10.7
2024-07-30 04:57:26.000,70.9,1825.3,6.0,15.3
2024-07-30 04:58:26.000,85.5,1563.1,4.7,10.9
2024-07-30 04:59:26.000,70.0,1559.5,5.2,9.1
2024-07-30 05:00:26.000,68.9,1497.2,3.7,8.9
2024-07-30 05:01:26.000,80.8,1344.7,5.1,9.2
2024-07-30 05:02:26.000,79.0,1565.3,5.5,7.0
2024-07-30 05:03:26.000,78.1,1642.7,5.5,10.1
2024-07-30 05:04:26.000,78.1,975.9,6.1,11.6
2024-07-30 05:05:26.000,74.9,1338.4,4.2,8.8
2024-07-30 05:06:26.000,70.5,1423.5,4.5,8.4
2024-07-30 05:07:26.000,75.4,1576.9,6.9,13.0
2024-07-30 05:08:26.000,71.6,1858.0,4.8,7.1
2024-07-30 05:09:26.000,79.9,1268.5,5.2,5.9
2024-07-30 05:10:26.000,74.3,1350.6,4.9,7.7
2024-07-30 05:11:26.000,70.9,1346.2,4.2,6.9
2024-07-30 05:12:26.000,73.4,1259.5,6.6,10.8
2024-07-30 05:13:26.000,77.1,1395.8,4.5,9.3
2024-07-30 05:14:26.000,72.2,1731.2,3.9,9.6
2024-07-30 05:15:26.000,70.9,1183.8,4.5,12.3
2024-07-30 05:16:26.000,76.2,1628.3,3.0,8.6
2024-07-30 05:17:26.000,76.2,989.4,4.3,11.6
2024-07-30 05:18:26.000,72.5,1331.6,4.0,13.0
2024-07-30 05:19:26.000,72.6,1401.2,5.6,9.1
2024-07-30 05:20:26.000,76.2,2002.5,4.3,11.5
2024-07-30 05:21:26.000,67.8,1417.6,5.9,9.5
2024-07-30 05:22:26.000,68.0,839.6,6.4,11.8
2024-07-30 05:23:26.000,71.4,900.3,5.8,6.9
2024-07-30 05:24:26.000,73.9,1510.2,4.8,6.7
2024-07-30 05:25:26.000,76.6,1684.1,5.1,9.2
2024-07-30 05:26:26.000,82.4,1612.6,3.5,8.2
2024-07-30 05:27:26.000,79.3,1550.3,4.9,9.0
2024-07-30 05:28:26.000,74.2,1848.7,4.1,9.6
2024-07-30 05:29:26.000,74.9,1338.1,5.7,11.4
2024-07-30 05:30:26.000,70.0,1768.5,7.6,9.2
2024-07-30 05:31:26.000,74.9,1010.4,5.5,8.4
2024-07-30 05:32:26.000,73.6,1228.5,3.0,9.3
2024-07-30 05:33:26.000,76.6,957.9,4.6,8.5
2024-07-30 05:34:26.000,70.9,1417.5,5.1,8.1
2024-07-30 05:35:26.000,77.6,1486.1,5.1,6.8
2024-07-30 05:36:26.000,82.7,1534.2,4.3,10.1
2024-07-30 05:37:26.000,74.5,1518.6,5.2,8.9
2024-07-30 05:38:26.000,77.0,1221.7,3.8,11.9
2024-07-30 05:39:26.000,78.5,1442.9,4.1,7.1
2024-07-30 05:40:26.000,73.0,1050.8,5.6,8.9
2024-07-30 05:41:26.000,76.1,1909.0,4.0,13.6
2024-07-30 05:42:26.000,75.1,1408.9,5.5,8.1
2024-07-30 05:43:26.000,75.5,1353.3,3.6,9.5
2024-07-30 05:44:26.000,71.1,1976.7,6.8,7.6
2024-07-30 05:45:26.000,75.1,1127.3,4.2,7.3
2024-07-30 05:46:26.000,77.5,1162.3,4.8,13.1
2024-07-30 05:47:26.000,82.3,1171.1,5.3,10.3
2024-07-30 05:48:26.000,79.8,1479.6,4.4,10.3
2024-07-30 05:49:26.000,85.8,1629.5,5.1,6.6
2024-07-30 05:50:26.000,71.2,1721.9,5.6,10.7
2024-07-30 05:51:26.000,79.4,2271.6,6.0,12.3
2024-07-30 05:52:26.000,75.9,825.2,5.8,12.3
2024-07-30 05:53:26.000,85.9,1682.6,4.8,11.3
2024-07-30 05:54:26.000,71.0,1332.9,4.9,7.7
2024-07-30 05:55:26.000,70.8,1324.1,7.3,10.6
2024-07-30 05:56:26.000,72.0,1314.1,5.9,11.3
2024-07-30 05:57:26.000,64.4,1227.4,4.1,6.4
2024-07-30 05:58:26.000,72.4,2005.4,5.1,7.8
2024-07-30 05:59:26.000,71.2,1752.7,4.7,11.8
2024-07-30 06:00:26.000,75.8,1507.0,4.9,11.8
2024-07-30 06:01:26.000,76.7,1905.3,3.8,6.9
2024-07-30 06:02:26.000,84.4,1046.2,4.6,11.6
2024-07-30 06:03:26.000,79.8,1100.8,6.8,10.2
2024-07-30 06:04:26.000,72.1,846.6,5.6,11.6
2024-07-30 06:05:26.000,70.5,1290.2,2.5,8.7
2024-07-30 06:06:26.000,77.5,1548.5,6.2,11.3
2024-07-30 06:07:26.000,68.4,1530.9,6.1,11.7
2024-07-30 06:08:26.000,84.2,1544.8,4.6,9.3
2024-07-30 06:09:26.000,80.9,1076.7,5.7,10.0
2024-07-30 06:10:26.000,72.7,1740.9,4.1,8.7
2024-07-30 06:11:26.000,66.4,1571.9,4.5,13.3
2024-07-30 06:12:26.000,81.8,1719.9,6.5,9.8
2024-07-30 06:13:26.000,74.4,932.2,4.7,8.2
2024-07-30 06:14:26.000,81.2,1593.4,3.1,8.6
2024-07-30 06:15:26.000,67.0,1143.7,4.9,10.3
2024-07-30 06:16:26.000,72.0,1380.8,4.9,11.5
2024-07-30 06:17:26.000,75.0,1660.3,6.2,7.3
2024-07-30 06:18:26.000,75.2,1527.3,5.0,13.7
2024-07-30 06:19:26.000,72.7,1244.5,4.6,10.6
2024-07-30 06:20:26.000,78.1,1501.9,6.0,10.9
2024-07-30 06:21:26.000,69.7,1040.5,5.1,9.8
2024-07-30 06:22:26.000,74.3,1845.1,4.2,10.0
2024-07-30 06:23:26.000,75.6,1438.4,6.2,9.7
2024-07-30 06:24:26.000,77.6,1835.6,5.2,12.0
2024-07-30 06:25:26.000,78.6,1342.0,5.0,10.0
2024-07-30 06:26:26.000,69.4,1342.9,5.2,11.5
2024-07-30 06:27:26.000,67.3,1270.7,3.9,9.1
2024-07-30 06:28:26.000,81.4,1762.9,4.5,10.4
2024-07-30 06:29:26.000,76.7,1287.2,5.0,8.4
2024-07-30 06:30:26.000,71.3,1693.4,4.8,12.4
2024-07-30 06:31:26.000,82.8,1385.3,6.3,8.3
2024-07-30 06:32:26.000,75.6,907.2,5.2,9.4
2024-07-30 06:33:26.000,80.9,1328.9,5.9,9.4
2024-07-30 06:34:26.000,75.3,1146.3,5.0,9.3
2024-07-30 06:35:26.000,85.3,1510.2,6.1,11.4
2024-07-30 06:36:26.000,83.8,1142.9,5.4,9.4
2024-07-30 06:37:26.000,73.8,1777.8,5.0,12.8
2024-07-30 06:38:26.000,79.9,1472.7,5.0,8.4
2024-07-30 06:39:26.000,78.2,1446.7,4.0,10.3
2024-07-30 06:40:26.000,81.8,1696.8,5.5,8.4
2024-07-30 06:41:26.000,70.2,1789.2,5.0,10.8
2024-07-30 06:42:26.000,78.4,1494.0,4.5,10.0
2024-07-30 06:43:26.000,80.3,1268.6,6.1,9.7
2024-07-30 06:44:26.000,66.2,967.8,3.7,12.4
2024-07-30 06:45:26.000,69.1,1294.2,4.6,8.7
2024-07-30 06:46:26.000,64.8,1314.8,6.0,11.2
2024-07-30 06:47:26.000,73.7,1532.1,5.3,8.5
2024-07-30 06:48:26.000,78.6,1396.5,5.0,10.2
2024-07-30 06:49:26.000,82.5,1706.4,5.3,7.6
2024-07-30 06:50:26.000,75.4,1316.1,5.2,8.7
